Users,Tags,Rank,Rank Name,Ability Usage,Headshot %,Position,KD,Assists
A55Pounder3000,8953,9.0,Silver 3,17.4,8.7805,Flex,0.9289,5.8
一叶之秋,7870,10.0,Gold 1,50.6,18.1839,Flex,1.2699,5.4
Gatsbu,69420,5.0,Bronze 2,,,Flex,,
BroKen420,5815,6.0,Bronze 3,37.4,11.8449,Duelist,1.1736,3.8
IndianSwag5123,NA1,13.0,Platinum 1,25.6,5.7332,Flex,1.4291,6.2
chaeryeong,5042,,NaN,34.0,14.982,Duelist,0.8079,4.2
Zamedi,7924,10.0,Gold 1,47.2,17.204,Duelist,1.2218,5.4
fluckinoob,NA1,10.0,Gold 1,,,Flex,,
oui,6429,,NaN,56.4,23.1198,Sentinel,1.0205,2.4
duck,EGGO,5.0,Bronze 2,25.0,19.4683,Duelist,1.0929,2.2
Jones,Love,12.0,Gold 3,25.4,10.5068,Sentinel,1.1062,4.4
McDicks,TDG9,6.0,Bronze 3,,,Flex,,
Iternite,NA1,10.0,Gold 1,59.5,12.8427,Flex,1.0,5.5
Pink,Nam,13.0,Platinum 1,,,Flex,,
yoshii94,NA1,,NaN,21.6,4.4444,Initiator,0.5277,2.6
Subhan,999,9.0,Silver 3,18.0,11.9596,Flex,0.9857,1.4
kurosenpai,6380,9.0,Silver 3,29.8,18.708,Duelist,2.0658,2.8
thatasiankid1234,8388,8.0,Silver 2,,,Flex,,
BadSebastian7,1470,6.0,Bronze 3,29.8,23.4176,Controller,1.2957,1.6
Initiator,3634,7.0,Silver 1,18.0,0.0,Flex,0.8333,0.0
lotus bloom,1058,11.0,Gold 2,28.75,28.6451,Duelist,3.3795,2.75
AIMED1x,AimEd,3.0,Iron 3,9.0,4.6939,Initiator,0.9822,6.4
Aura,Zone,7.0,Silver 1,52.2,9.5212,Controller,0.9954,2.6
Instalock Astra,Astra,,NaN,,,Flex,,
baal,lel,5.0,Bronze 2,37.2,16.2511,Duelist,0.6841,3.2
Solarネ,0011,5.0,Bronze 2,31.8,11.5247,Controller,1.2505,2.8
Cactusシ,8016,13.0,Platinum 1,,,Flex,,
Gunthurg,NA1,6.0,Bronze 3,22.4,22.9803,Initiator,1.0639,5.6
nemii,11111,9.0,Silver 3,40.8,21.6185,Initiator,0.8544,5.2
TrickyyyG,7071,6.0,Bronze 3,23.5,10.0,Flex,0.5952,3.5
coolah,6100,6.0,Bronze 3,31.6,8.4063,Flex,0.4423,7.2
KAYO MAMA,4200,7.0,Silver 1,43.6,9.4783,Duelist,0.7667,3.0
SEEK THEM OUT,5537,8.0,Silver 2,34.4,16.0546,Controller,1.1265,4.2
DayOldBread,6685,11.0,Gold 2,17.2,13.638,Flex,0.9029,3.6
MyNameDoesntFi,8312,8.0,Silver 2,71.0,14.2857,Flex,0.8261,12.0
HentaiYaro,9496,,NaN,,,Flex,,
BobOneeSama,2804,7.0,Silver 1,29.2,15.2486,Flex,0.9806,4.6
FullyLoaded,7785,,NaN,10.4,4.602,Sentinel,1.3473,7.0
Hello kitty,Juju,7.0,Silver 1,37.8,13.0035,Duelist,0.6419,3.2
Xcidi,NA1,10.0,Gold 1,17.4,7.586,Duelist,0.6345,4.2
romanwastaken,bruh,,NaN,9.0,4.6659,Duelist,0.5633,2.0
Fopdoodle,Slept,16.0,Diamond 1,41.4,16.7847,Flex,0.8819,4.4
YeaMeTooBruv,6370,7.0,Silver 1,13.0,12.8579,Duelist,0.6778,2.6667
Iron,7009,9.0,Silver 3,47.6,20.27,Duelist,1.4333,4.0
Huncho,8869,,NaN,6.0,10.0,Flex,0.3571,5.0
JonathanPhantom,wet,7.0,Silver 1,38.0,11.1175,Duelist,1.4283,2.4
tketle,7638,6.0,Bronze 3,16.0,7.619,Flex,0.7514,7.0
tankjack119,5000,8.0,Silver 2,43.2,5.2877,Duelist,0.8704,8.6
nwruck,2259,6.0,Bronze 3,14.8,6.8828,Flex,0.6558,9.0
I360,Smurf,8.0,Silver 2,46.8,19.7495,Duelist,1.0142,4.4
Lucid,1250,7.0,Silver 1,12.0,19.0909,Flex,0.5,1.0
CinTenZ,4639,10.0,Gold 1,44.8,19.0644,Duelist,1.3661,2.8
NutrientTaker029,4892,10.0,Gold 1,,,Flex,,
craziiu,6482,9.0,Silver 3,47.0,13.8713,Initiator,1.1087,4.4
Algebrµh,math,5.0,Bronze 2,38.0,4.3859,Flex,0.4642,5.4
Smoiley,tog,5.0,Bronze 2,24.25,17.0871,Flex,2.5592,2.5
moshii,milf,8.0,Silver 2,20.0,8.238,Initiator,0.6295,6.0
OvaSeas,5934,8.0,Silver 2,,,Flex,,
rezon,5645,,NaN,,,Flex,,
EASEMIH,3442,,NaN,15.0,12.7979,Duelist,0.9183,6.6
Chlorine,nUtt,8.0,Silver 2,21.0,23.7082,Duelist,0.592,3.0
RamNavarro,1539,,NaN,41.5,11.6495,Flex,1.2302,3.0
knyerz,6969,4.0,Bronze 1,,,Flex,,
breadhead,5834,,NaN,5.0,100.0,Flex,0.25,0.0
LeapardEggs,5417,,NaN,21.6,5.2808,Duelist,0.855,5.6
Baconator,4929,7.0,Silver 1,33.0,10.3478,Sentinel,1.2914,7.6
Frambujen,5713,8.0,Silver 2,8.2,19.4912,Flex,1.0817,1.0
Simple,H035,14.0,Platinum 2,,,Flex,,
Arcaea,Neeko,,NaN,17.0,13.0719,Initiator,0.7833,3.5
TTV IS NOT A JOB,9999,12.0,Gold 3,42.4,16.6939,Duelist,0.7863,2.8
Jface29,5097,5.0,Bronze 2,26.6,8.6987,Sentinel,0.7192,4.4
KatMet,4210,,NaN,11.0,16.6154,Duelist,0.3367,2.0
shroomie,6622,7.0,Silver 1,38.0,12.1176,Duelist,1.3232,3.8
epsi,0112,9.0,Silver 3,15.8,23.2872,Initiator,2.3162,3.0
ザダークシャドウ,Cold,14.0,Platinum 2,15.4,10.9365,Flex,1.4361,4.0
Kzarka,OBSC,8.0,Silver 2,38.8,10.1824,Controller,0.6822,3.2
bayshoresfinest,3977,,NaN,10.5,21.6038,Flex,0.6687,3.0
Mystic,5913,7.0,Silver 1,26.2,11.5248,Duelist,1.5577,2.0
Senerror,8676,6.0,Bronze 3,15.4,17.5318,Duelist,1.1146,4.0
BIGDOG84U2,6966,10.0,Gold 1,34.4,7.8116,Duelist,1.1121,2.6
yaskino,7512,9.0,Silver 3,40.0,12.2271,Initiator,0.6656,4.6
パンコ,Weeb,12.0,Gold 3,51.8,32.1993,Controller,1.6297,5.4
ftart,1234,10.0,Gold 1,23.4,18.9597,Initiator,1.3935,6.8
grape,berry,11.0,Gold 2,17.6,24.062,Duelist,1.4621,2.4
BestQueenEU,1276,8.0,Silver 2,32.4,12.1136,Initiator,0.7729,4.8
5 Flavors,NA1,9.0,Silver 3,28.4,7.9741,Sentinel,1.1354,4.6
Queue Master,0001,6.0,Bronze 3,13.2,3.1882,Duelist,1.9078,3.2
gav loves his gf,wifey,,NaN,51.0,14.5579,Flex,1.298,6.4
Wiggy ツ,2021,12.0,Gold 3,,,Flex,,
Akua,Akua,6.0,Bronze 3,21.4,15.0672,Sentinel,0.6508,4.2
wxmpxi,1926,,NaN,30.8,9.4085,Duelist,0.8765,1.6
Faivee,000,7.0,Silver 1,9.4,6.8444,Flex,0.811,6.0
Chivkeeb2007,9983,8.0,Silver 2,,,Flex,,
JoWsh,3741,5.0,Bronze 2,20.6,8.1412,Duelist,1.0108,6.0
Knightster,6750,10.0,Gold 1,11.4,5.1389,Duelist,1.2839,5.6
Eggdeath,1234,5.0,Bronze 2,29.2,5.8523,Duelist,0.552,3.4
Ninjachuu,NA1,4.0,Bronze 1,55.0,8.9552,Flex,0.6316,5.0
JudgdGaming,1632,,NaN,0.0,0.0,Flex,0.375,2.0
Sen Eclipse,6969,5.0,Bronze 2,19.4,11.0567,Flex,0.7406,4.6
NaNamiRevon,7297,7.0,Silver 1,28.8,12.6177,Duelist,1.1033,3.6
kolin,2046,5.0,Bronze 2,46.0,3.6145,Flex,1.1667,4.0
Wentorf,0000,8.0,Silver 2,26.2,15.7371,Controller,1.0937,4.8
Aveinity,2160,,NaN,16.2,18.753,Sentinel,0.9167,4.0
urboiharam,6882,,NaN,12.0,18.75,Flex,1.0,4.0
tavrn,obsc,7.0,Silver 1,15.3333,11.2847,Initiator,0.7214,3.3333
Yang,2051,,NaN,2.2,2.5,Flex,0.5412,0.8
Zahlitz,6390,8.0,Silver 2,31.4,11.6641,Flex,3.2304,3.2
PandaBeepシ,BRRRR,6.0,Bronze 3,19.0,13.7147,Initiator,1.0067,2.8
jooyeon,milk,7.0,Silver 1,24.0,10.8434,Flex,1.0667,6.0
qtzym,2230,9.0,Silver 3,22.2,26.6001,Duelist,1.9443,5.4
ruhrohraggy12,5103,6.0,Bronze 3,11.8,11.8577,Duelist,0.622,3.0
zombie,3785,7.0,Silver 1,33.4,13.0156,Initiator,0.7435,5.0
zageZ4G3,5426,,NaN,,,Flex,,
CrispyToast,5654,3.0,Iron 3,,,Flex,,
Elyxirs,000,7.0,Silver 1,27.2,20.4722,Controller,1.3325,3.0
LTSquids,3782,,NaN,20.8,18.747,Flex,1.3373,3.6
Thatonemeatball,5158,,NaN,37.0,14.5391,Controller,1.6989,3.8
kazoo,9504,4.0,Bronze 1,,,Flex,,
SushiPanda4891,4891,8.0,Silver 2,31.2,17.5492,Initiator,1.7919,5.2
TroublesPet,5103,,NaN,5.6667,12.381,Flex,0.46,2.6667
peachybake ttv,666,,NaN,38.6,7.1843,Initiator,0.7802,4.0
MicTopus,4397,8.0,Silver 2,,,Flex,,
iChart4Fun,8353,7.0,Silver 1,32.6,17.9669,Flex,1.6358,2.2
Irish Taco,4759,7.0,Silver 1,18.0,8.6957,Flex,0.5,1.0
CrispyPotato,2558,7.0,Silver 1,,,Flex,,
iluvmilfs,000,7.0,Silver 1,59.6,21.1454,Initiator,0.9433,5.6
Kjar,6969,7.0,Silver 1,58.6,14.6009,Initiator,0.9048,5.6
sushii,kunai,6.0,Bronze 3,,,Flex,,
bird,1453,7.0,Silver 1,9.6,21.1065,Sentinel,1.3161,2.6
Spell,attic,5.0,Bronze 2,22.2,9.8729,Flex,1.0034,4.6
ClipedUrHead,9280,7.0,Silver 1,33.4,16.2451,Initiator,1.2084,3.6
susu,2002,11.0,Gold 2,41.2,15.4292,Sentinel,1.0841,4.0
cooldude2374,9420,6.0,Bronze 3,65.4,9.3409,Sentinel,1.3299,6.0
blabbleu,69420,11.0,Gold 2,28.4,12.2444,Duelist,1.8265,3.6
sexy egirl btw,cutie,6.0,Bronze 3,31.0,12.9227,Sentinel,1.0793,4.8
shehab,8888,9.0,Silver 3,19.6,5.6121,Initiator,1.025,6.0
Meow,noo,,NaN,,,Flex,,
glhf,ong,12.0,Gold 3,58.2,13.269,Controller,1.0413,9.0
mintoreoluvr9721,idc,10.0,Gold 1,44.4,26.7441,Flex,1.7416,3.8
Maddirix,TieMe,8.0,Silver 2,,,Flex,,
eclipse,6898,4.0,Bronze 1,19.2,10.9323,Initiator,0.9165,3.6
cup a fart,4269,9.0,Silver 3,22.6,7.2675,Duelist,0.7913,5.2
Sinigang Soup,87654,8.0,Silver 2,39.8,16.4848,Controller,0.8788,3.0
IED ROOMBA,BOMB,10.0,Gold 1,14.0,5.6,Flex,0.7643,5.0
Haru,1334,6.0,Bronze 3,,,Flex,,
Salttzzz,3831,,NaN,,,Flex,,
MessaMe12,1434,6.0,Bronze 3,,,Flex,,
KUANTHEMAN,420,14.0,Platinum 2,11.8,9.7333,Flex,0.5425,0.8
yae,6464,5.0,Bronze 2,17.0,18.0619,Flex,0.8521,5.0
notmagolor,4382,6.0,Bronze 3,16.6,9.0405,Duelist,1.6449,3.4
Colied,4314,,NaN,23.0,7.1429,Flex,1.2143,8.0
z0ek,3960,10.0,Gold 1,,,Flex,,
ARNIE,5895,,NaN,31.8,14.1794,Initiator,1.01,2.8
Lenox,3998,13.0,Platinum 1,35.2,21.573,Duelist,2.0913,3.0
Slingshot,NA11,9.0,Silver 3,27.4,15.1271,Sentinel,0.9796,6.6
BBuns,ELITE,7.0,Silver 1,19.6,13.578,Sentinel,1.1123,3.6
Bermajin,maji,11.0,Gold 2,41.2,11.1898,Duelist,1.3821,5.0
his sage,5943,11.0,Gold 2,23.8,7.0403,Initiator,1.0238,7.0
Wardizzle,0424,14.0,Platinum 2,11.6,10.9565,Flex,1.1055,3.8
Vyloci,boobs,5.0,Bronze 2,19.2,12.8707,Duelist,1.6752,4.8
ilastlonggg,8267,5.0,Bronze 2,16.4,11.6118,Duelist,1.327,4.4
Phuc,Yeah,9.0,Silver 3,46.2,11.7977,Sentinel,0.7556,5.6
SKILLEDBULL,0205,7.0,Silver 1,9.6,3.9003,Flex,0.926,1.0
正版南笙,3439,4.0,Bronze 1,,,Flex,,
gooth,balls,6.0,Bronze 3,37.0,17.0543,Flex,1.5238,3.0
Daniwash,8462,7.0,Silver 1,25.0,9.253,Flex,1.55,3.4
rosie,3555,14.0,Platinum 2,26.4,11.2432,Duelist,0.9,5.0
MeGecko66,6057,5.0,Bronze 2,29.2,7.2821,Flex,0.6285,6.8
Faded Jen,degen,11.0,Gold 2,25.6,17.9778,Duelist,0.6645,4.8
YutaOkkotsu,juevo,9.0,Silver 3,29.2,15.261,Flex,0.8351,3.6
echo2434,4747,5.0,Bronze 2,8.0,0.0,Sentinel,0.5542,5.0
Pradah,9201,,NaN,26.4,11.6632,Duelist,0.6991,3.0
lolo jerick,6969,8.0,Silver 2,23.6,13.7105,Duelist,1.2611,3.6
Neonbombsite,NA1,9.0,Silver 3,44.2,12.0929,Initiator,0.8155,7.6
LT3 ComHorse893,horse,5.0,Bronze 2,29.0,17.9487,Flex,0.9333,4.0
HUMPMEJARVISTANG,UwU,7.0,Silver 1,43.5,13.9002,Flex,0.9935,9.0
CookieNinja15,8412,13.0,Platinum 1,,,Flex,,
Hibana,Ignis,6.0,Bronze 3,,,Flex,,
PizzaPandas,PPman,8.0,Silver 2,,,Flex,,
Hannah Baker,3472,,NaN,31.4,19.9874,Sentinel,0.9573,5.8
Onyx,his,7.0,Silver 1,31.6,20.3557,Duelist,0.9251,4.8
ghee,1567,7.0,Silver 1,,,Flex,,
Riftyz,5562,7.0,Silver 1,10.6,18.4545,Duelist,1.14,2.0
MrFalco,8777,,NaN,28.2,21.038,Controller,2.7478,3.0
yerbies,5703,,NaN,,,Flex,,
TroubleClefer,6660,8.0,Silver 2,27.0,11.7406,Controller,3.2594,2.6
tomagoson,pudin,7.0,Silver 1,34.2,9.5094,Flex,0.6133,3.4
Syeron,8981,7.0,Silver 1,,,Flex,,
Kermious,4084,4.0,Bronze 1,34.2,6.2813,Controller,1.6195,3.6
Cmrosenb,9357,6.0,Bronze 3,22.8,9.1998,Duelist,0.9978,5.6
Herbutlicker,BG17,5.0,Bronze 2,,,Flex,,
Xiongster0,NA1,6.0,Bronze 3,17.4,8.2969,Initiator,0.5529,3.2
her reryna,1000,3.0,Iron 3,11.0,23.5839,Sentinel,0.9782,2.2
smoothnae,6117,15.0,Platinum 3,5.4,8.2963,Controller,2.8892,1.8
ashelynne,2798,5.0,Bronze 2,4.2,6.6667,Duelist,0.7897,4.4
overlord25,9870,,NaN,,,Flex,,
Ruckuz1,8524,10.0,Gold 1,29.0,33.6698,Flex,1.0501,2.8
wthanr,ni9er,9.0,Silver 3,43.4,23.0838,Initiator,1.0475,4.2
Ozone68,NA1,,NaN,11.0,14.1637,Sentinel,0.5063,5.25
Tokesfordayssss,NA1,12.0,Gold 3,27.0,13.4293,Sentinel,1.142,8.0
Pokktahn,NA1,7.0,Silver 1,39.0,12.4988,Duelist,1.3301,4.4
minikobe69,7458,,NaN,8.2,18.4258,Duelist,1.2578,2.4
daddy beanis,6969,6.0,Bronze 3,33.2,16.8266,Duelist,1.4267,4.2
emeraldgreen,pain,9.0,Silver 3,,,Flex,,
yOsTenGu,Max,7.0,Silver 1,51.4,11.984,Flex,0.699,3.2
BLAZIAN,NA1,10.0,Gold 1,0.0,0.0,Duelist,1.4888,6.8
Dj Sorrow,4376,,NaN,25.0,9.6418,Duelist,0.7754,2.0
MistakeSpaghetti,NA1,8.0,Silver 2,19.4,5.3754,Controller,0.7037,4.4
Farrett,7013,6.0,Bronze 3,,,Flex,,
Identity000,NA1,,NaN,25.2,12.95,Sentinel,0.7768,4.4
Camネ,1414,5.0,Bronze 2,17.4,8.3424,Flex,0.8314,5.6
Lynx,2424,7.0,Silver 1,38.2,5.7639,Controller,0.9711,5.0
Ben Dover,2633,9.0,Silver 3,33.4,9.0109,Sentinel,2.8147,3.0
SYN Gëek,5399,6.0,Bronze 3,,,Flex,,
berry,8008S,9.0,Silver 3,11.3333,16.6481,Flex,2.9032,1.0
Live Jasmine HD,NA1,7.0,Silver 1,22.0,11.1111,Flex,0.5,3.0
PSGSWAXY,3147,4.0,Bronze 1,8.6,9.9436,Duelist,0.8443,1.0
Tidd33s,BBC,3.0,Iron 3,3.0,0.0,Flex,3.0,0.0
Yin,ilym,6.0,Bronze 3,,,Flex,,
tigerFestival00,7085,5.0,Bronze 2,22.8,14.4239,Sentinel,0.8367,4.4
Virtual,0069,6.0,Bronze 3,,,Flex,,
albedo,0000,,NaN,26.4,10.334,Flex,0.6269,5.0
Sammycj033,4446,9.0,Silver 3,43.0,9.8953,Flex,1.2192,2.8
Randy Antonio,NA1,5.0,Bronze 2,36.6,11.1909,Duelist,0.6502,4.2
lola,dnutz,9.0,Silver 3,,,Flex,,
Feyolen,NA1,17.0,Diamond 2,0.0,0.0,Duelist,1.4605,7.2
tBexi,2851,,NaN,,,Flex,,
Sortah,7578,11.0,Gold 2,18.4,14.6217,Flex,0.7029,3.2
ScarehJew,NA1,10.0,Gold 1,24.2,9.4667,Duelist,0.8309,6.0
ExoNoob,5503,6.0,Bronze 3,15.0,17.3077,Flex,1.0,3.0
zihxy,2582,,NaN,6.4,11.2607,Duelist,0.6331,1.8
Turbles,9842,,NaN,17.0,12.2456,Flex,1.9894,3.6
MIKE OXSMALL,8234,5.0,Bronze 2,30.8,9.766,Controller,0.4477,5.8
R17,2017,9.0,Silver 3,60.5,21.0295,Flex,0.8498,8.0
Kitten,Soup,10.0,Gold 1,17.0,5.9702,Flex,0.5474,4.2
MH Miracle,NA1,,NaN,6.6,8.2556,Sentinel,0.9635,3.2
Raven,2723,,NaN,8.2,11.8771,Duelist,1.3956,4.2
Brando,1496,9.0,Silver 3,23.0,8.9926,Sentinel,0.7871,3.8
Not Vaccinated,420,5.0,Bronze 2,61.5,10.3654,Flex,0.8713,8.5
Ecliipzz,NA1,6.0,Bronze 3,21.4,13.5252,Flex,0.8837,6.4
genricusername,9355,9.0,Silver 3,29.8,10.9743,Controller,0.8652,4.0
Avocado,3672,5.0,Bronze 2,23.0,12.8205,Flex,0.625,5.0
Darkangel123233,NA1,7.0,Silver 1,14.3333,8.5281,Flex,0.9816,2.6667
aLp1n3,8564,,NaN,14.4,17.3058,Sentinel,0.9227,2.2
yemmywo,bear,9.0,Silver 3,24.6,17.2828,Flex,1.2244,4.8
OhNoItsKellz,7129,6.0,Bronze 3,25.8,5.2958,Flex,1.2864,5.4
blackSanta,42069,12.0,Gold 3,59.2,19.0562,Controller,1.1127,6.6
callmefrancisco,4344,,NaN,19.4,8.3028,Duelist,0.8503,4.4
Silevern,NA1,11.0,Gold 2,,,Flex,,
scruffypuff79,8334,5.0,Bronze 2,23.3333,7.4022,Flex,1.0147,2.6667
VaporingGuide,9981,5.0,Bronze 2,32.8,14.6445,Initiator,0.9933,3.8
DonTVenari,4007,,NaN,,,Flex,,
lemon,hers,14.0,Platinum 2,14.6,16.3976,Duelist,1.4442,3.0
phnatom,234,5.0,Bronze 2,46.0,24.8106,Controller,1.299,2.6
ArcanineHusbands,chess,8.0,Silver 2,46.6,12.5125,Initiator,1.0614,5.6
Ryuishida,8899,,NaN,38.8,20.212,Duelist,1.7411,3.0
2brand0n2,NA1,8.0,Silver 2,55.0,11.7404,Flex,1.4239,6.2
big papi,71609,,NaN,4.6,6.6667,Initiator,0.4577,2.2
TjKockman,bidge,,NaN,17.8,14.973,Initiator,1.4384,3.6
Blocked by Taq,7685,7.0,Silver 1,3.8,15.0,Sentinel,0.741,2.4
RosaLunera,7480,,NaN,,,Flex,,
xN1GH7M3Rx TTV,bdsm,9.0,Silver 3,40.0,10.4167,Flex,1.2462,9.0
kibodo,mina,13.0,Platinum 1,25.6,14.2261,Flex,1.3471,4.0
insault,5948,9.0,Silver 3,40.4,16.7946,Duelist,1.194,5.4
Spoon491,3810,8.0,Silver 2,0.0,0.0,Flex,1.3524,7.4
Yokittystinks,NA1,,NaN,22.0,5.537,Initiator,0.98,4.8
fakelwyr,1248,,NaN,17.6,11.841,Controller,0.755,4.2
LX AIDEN,9736,7.0,Silver 1,20.8,28.3047,Flex,1.8362,2.8
asianregret,kuya,8.0,Silver 2,101.0,15.3846,Flex,0.7895,5.0
Ars,6493,12.0,Gold 3,,,Flex,,
Lilguac,1738,6.0,Bronze 3,33.0,10.5263,Flex,0.85,3.0
itsevyBB,NA1,,NaN,0.0,0.0,Flex,0.9578,6.6
dino,5376,7.0,Silver 1,50.0,7.5949,Flex,1.4,6.0
GH0STYL3V1,1360,6.0,Bronze 3,10.4,15.5693,Sentinel,2.1771,3.2
Trelbin,NA1,8.0,Silver 2,27.6,13.1065,Controller,1.4316,6.0
StrawHatCoco,1412,11.0,Gold 2,24.0,9.3045,Flex,1.1586,5.0
supercool,woo,,NaN,,,Flex,,
alkcrom,5003,3.0,Iron 3,23.4,14.6391,Duelist,0.8794,5.4
rfb56,4250,5.0,Bronze 2,21.8,11.0985,Sentinel,1.4826,1.4
HoseKid,6165,,NaN,31.6,9.0736,Duelist,1.7118,4.4
Nero,2959,6.0,Bronze 3,,,Flex,,
Guts,FTP,14.0,Platinum 2,41.2,12.491,Flex,1.025,6.2
perma depressed,2402,11.0,Gold 2,15.2,23.119,Duelist,3.2857,1.4
Jav,5984,18.0,Diamond 3,,,Flex,,
dullog,lmao,7.0,Silver 1,29.0,20.0,Flex,0.3636,2.0
EgirlsWhereUat,8538,,NaN,31.6667,13.5785,Duelist,1.0626,4.3333
Andrew,5176,7.0,Silver 1,28.0,0.0,Flex,0.3333,2.0
sleepinturtle,1020,6.0,Bronze 3,,,Flex,,
Leaf,8749,9.0,Silver 3,36.5,24.6067,Flex,1.4412,1.0
kestu,6225,,NaN,31.5,19.5176,Duelist,0.881,3.25
LogoBTW,NA1,,NaN,10.5,3.75,Flex,0.2598,3.5
Squidward,BBL,19.0,Immortal 1,38.8,29.7435,Duelist,1.4169,4.2
Thanatos218,NA1,,NaN,23.0,17.3077,Flex,0.55,7.0
Alemant02630,7123,10.0,Gold 1,30.0,13.671,Sentinel,1.3038,4.6
Feverishh,2719,7.0,Silver 1,,,Flex,,
vanillanicee,QUEEF,8.0,Silver 2,28.2,12.2107,Initiator,0.6186,5.0
DaGingaBreadMan,8848,,NaN,19.6,10.3638,Sentinel,0.983,3.8
Squibb,NA1,9.0,Silver 3,42.2,17.4713,Duelist,0.75,2.6
Beric,000,17.0,Diamond 2,21.2,8.9286,Flex,1.9619,5.8
Justin,2291,6.0,Bronze 3,18.8,31.466,Duelist,1.2446,3.4
Justin Trudeau,CHRIS,11.0,Gold 2,60.6,11.4257,Controller,1.1011,4.6
Atlas,gods1,10.0,Gold 1,33.6,21.8982,Flex,1.4251,3.0
696969,lemon,4.0,Bronze 1,32.2,11.8637,Sentinel,1.4165,4.8
apprent1cee,NA1,11.0,Gold 2,13.0,9.5238,Flex,0.5333,0.0
Wavy,12345,21.0,Immortal 3,,,Flex,,
seaweedlol,bruh,,NaN,16.0,100.0,Flex,1.0,2.0
Frost,4083,6.0,Bronze 3,,,Flex,,
BCGMiracle,2451,7.0,Silver 1,26.4,9.1145,Duelist,0.6649,4.6
pups285,5881,,NaN,31.0,11.2903,Flex,1.3077,4.0
ROB M0 P0 C,HARD,11.0,Gold 2,63.0,11.2522,Duelist,0.9591,6.4
EnragedRonin,NA1,7.0,Silver 1,37.6,7.1776,Flex,1.443,5.4
CrimsonCemetery,2957,7.0,Silver 1,67.2,9.9723,Controller,1.4565,6.6
Griffen,6969,12.0,Gold 3,46.4,16.2632,Flex,1.4051,6.0
Army,RBLX,15.0,Platinum 3,14.0,8.3333,Flex,1.3295,1.8
Poncho,6266,5.0,Bronze 2,61.8,16.9524,Sentinel,0.8345,3.6
Coriander,1381,7.0,Silver 1,35.8,21.0874,Flex,2.1429,2.8
CoopsMcPoops,2827,7.0,Silver 1,,,Flex,,
Stamptree,9416,,NaN,24.0,10.5263,Flex,0.7333,3.0
RedfíshBluefísh,NA1,7.0,Silver 1,32.2,10.0675,Flex,0.9083,4.6
Kuokka,Kuoka,4.0,Bronze 1,24.4,6.6886,Initiator,0.8,4.4
NicotineSoldier,Milk,8.0,Silver 2,23.6,15.6587,Flex,0.7534,3.6
muon,908,9.0,Silver 3,33.8,9.3663,Flex,0.4842,3.8
DemoniccX,2946,14.0,Platinum 2,18.6,11.5108,Duelist,0.77,1.4
pskaiza,1252,6.0,Bronze 3,,,Flex,,
KiwiFruits,25312,3.0,Iron 3,11.6,6.9412,Sentinel,0.7229,3.8
Petesfree,1072,5.0,Bronze 2,40.4,17.0203,Flex,1.7172,5.0
bshink,NA1,8.0,Silver 2,21.2,12.1203,Duelist,1.1561,4.2
Aaron Fan,6828,10.0,Gold 1,42.0,11.4943,Flex,2.0,11.0
UnknownEntity,3673,,NaN,32.0,6.0976,Flex,1.1429,4.0
creamcheese69,cream,5.0,Bronze 2,26.0,9.0909,Flex,1.1333,7.0
Ozz,6646,7.0,Silver 1,32.4,16.4524,Sentinel,1.289,6.0
emi,3737,,NaN,41.6,28.6245,Initiator,1.7889,5.0
burger,7761,,NaN,3.0,100.0,Flex,0.6,0.0
Gudetamaeg,1585,,NaN,,,Flex,,
fennic24,9114,6.0,Bronze 3,0.0,0.0,Flex,0.7619,12.0
BallSize,5299,9.0,Silver 3,24.6667,18.8713,Flex,1.0513,2.6667
Bailey,1383,7.0,Silver 1,15.2,30.8664,Sentinel,1.5357,4.0
JohnWilkesBooth,kill,10.0,Gold 1,30.2,19.0971,Flex,1.5159,3.6
pulse,FMWG,7.0,Silver 1,14.6,16.6924,Initiator,0.8229,6.2
44kg goth gf,97lbs,7.0,Silver 1,35.8,6.7692,Initiator,0.4216,6.0
Con Mèo Nhà,peach,8.0,Silver 2,,,Flex,,
PineconeJake,6969,7.0,Silver 1,30.25,16.3527,Sentinel,1.025,3.0
WOW,4666,,NaN,,,Flex,,
Fyurion,2424,7.0,Silver 1,27.4,7.795,Initiator,1.1635,10.0
zivack,NA1,8.0,Silver 2,49.4,18.0971,Flex,1.6039,5.2
XxRealsneezexX,9761,,NaN,14.0,17.3077,Flex,0.6875,2.0
SpectralSetting,NA1,8.0,Silver 2,26.6,6.165,Duelist,1.2801,3.0
Strictlion,9912,,NaN,33.8,10.7943,Duelist,0.8626,2.8
TheHotDogz,5024,7.0,Silver 1,,,Flex,,
maydeez,jhit,,NaN,23.6,11.7433,Sentinel,1.4894,3.0
Slaynal,1234,8.0,Silver 2,12.4,9.5191,Sentinel,0.7882,4.6
kaizori,0345,12.0,Gold 3,,,Flex,,
GYMONEY,NA1,7.0,Silver 1,,,Flex,,
Ohhdorr,NA1,5.0,Bronze 2,11.2,8.0072,Sentinel,1.3239,0.6
toastysushii,luvsu,4.0,Bronze 1,19.8,8.2774,Flex,0.423,2.6
slaops,3319,,NaN,37.0,18.1818,Flex,0.4667,1.0
Ham,3778,10.0,Gold 1,53.0,19.7582,Initiator,0.9161,6.4
PURR,0101,5.0,Bronze 2,11.5,5.1282,Flex,0.4833,1.5
